,Precision,Recall,Accuracy,Substitution Error,Miss Error,False Alarm Error,Total Error,Chroma Precision,Chroma Recall,Chroma Accuracy,Chroma Substitution Error,Chroma Miss Error,Chroma False Alarm Error,Chroma Total Error,track
0,0.657941437445,0.341980860141,0.29035731767,0.139282831777,0.518736308083,0.038510319382,0.696529459241,0.75421472937,0.392021215266,0.347612718536,0.0892424766517,0.518736308083,0.038510319382,0.646489104116,P_S_0_1___B_e_e_t_h_o_v_e_n___a_u_d_i_o___i_n_p_u_t
1,0.566359119943,0.372955288986,0.290111488124,0.185542919458,0.441501791556,0.100015578751,0.727060289765,0.645848119233,0.425299890949,0.344871147044,0.133198317495,0.441501791556,0.100015578751,0.674715687802,S_Q_0_3___S_c_h_u_b_e_r_t___a_u_d_i_o___i_n_p_u_t
2,0.571172962227,0.565106215578,0.396768402154,0.179976396538,0.254917387884,0.244295830055,0.679189614477,0.631013916501,0.624311565696,0.45734870317,0.12077104642,0.254917387884,0.244295830055,0.619984264359,P_S_0_2___C_h_o_p_i_n___a_u_d_i_o___i_n_p_u_t
3,0.462669245648,0.33365880876,0.240474514929,0.203375645139,0.462965546101,0.18412609848,0.85046728972,0.590135396518,0.425582368531,0.328488372093,0.111452085368,0.462965546101,0.18412609848,0.758543729948,V_S_0_1___S_c_h_u_m_a_n_n___a_u_d_i_o___i_n_p_u_t
4,0.623875928581,0.375509883903,0.306191633619,0.202855349859,0.421634766238,0.0235331032319,0.648023219329,0.750684217386,0.451835582052,0.392879066912,0.12652965171,0.421634766238,0.0235331032319,0.57169752118,P_Q_0_3___F_a_r_r_a_n_c___a_u_d_i_o___i_n_p_u_t
5,0.598403301041,0.427984859178,0.332486044657,0.231539103099,0.340476037724,0.0556874318342,0.627702572657,0.7245245784,0.518188233785,0.432897416658,0.141335728492,0.340476037724,0.0556874318342,0.53749919805,V_S_0_4___F_r_a_n_c_k___a_u_d_i_o___i_n_p_u_t
6,0.737947658402,0.188345930744,0.176538429854,0.0668834593074,0.744770609949,0.0,0.811654069256,0.886363636364,0.226226050272,0.219849675436,0.0290033397785,0.744770609949,0.0,0.773773949728,P_Q_0_2___E_l_g_a_r___a_u_d_i_o___i_n_p_u_t
7,0.528414755733,0.346178967995,0.264471057884,0.252558240801,0.401262791204,0.0563901589375,0.710211190943,0.671319375208,0.439799695188,0.361877463275,0.158937513608,0.401262791204,0.0563901589375,0.616590463749,S_Q_0_2___J_a_n_a_c_e_k___a_u_d_i_o___i_n_p_u_t
8,0.557151780137,0.407305936073,0.307692307692,0.255707762557,0.33698630137,0.0680365296804,0.660730593607,0.732458879867,0.535464231355,0.447867600255,0.127549467275,0.33698630137,0.0680365296804,0.532572298326,S_Q_0_1___B_e_e_t_h_o_v_e_n___a_u_d_i_o___i_n_p_u_t
9,0.411847452329,0.591204846309,0.320559610706,0.240071797173,0.168723356518,0.604218083913,1.0130132376,0.449359174742,0.645052726049,0.360275689223,0.186223917433,0.168723356518,0.604218083913,0.959165357864,P_S_0_3___M_o_z_a_r_t___a_u_d_i_o___i_n_p_u_t
