,Precision,Recall,Accuracy,Substitution Error,Miss Error,False Alarm Error,Total Error,Chroma Precision,Chroma Recall,Chroma Accuracy,Chroma Substitution Error,Chroma Miss Error,Chroma False Alarm Error,Chroma Total Error,track
0,0.86417639824,0.656472741283,0.595073865819,0.0434790984396,0.300048160277,0.059699479869,0.403226738586,0.887925241229,0.674513581198,0.621592593579,0.0254382585244,0.300048160277,0.059699479869,0.385185898671,M_A_P_S___M_U_S_-_c_h_p_n_-_p_1_5___A_k_P_n_C_G_d_D___i_n_p_u_t
1,0.749236448623,0.571709393049,0.47988500859,0.0975478771912,0.33074272976,0.0937987638059,0.522089370757,0.80243938066,0.612306211369,0.532093248509,0.0569510588712,0.33074272976,0.0937987638059,0.481492552437,M_A_P_S___M_U_S_-_s_c_n_1_6___2___A_k_P_n_B_c_h_t___i_n_p_u_t
2,0.816169551164,0.408043038026,0.373698014238,0.0548202998752,0.537136662098,0.0370855237589,0.629042485732,0.874370934086,0.437140753165,0.411307318481,0.0257225847362,0.537136662098,0.0370855237589,0.599944770593,M_A_P_S___M_U_S_-_s_c_n_1_6___3___S_t_b_g_T_G_d_2___i_n_p_u_t
3,0.799363732768,0.485278969957,0.432588568368,0.0823605150215,0.432360515021,0.0394420600858,0.554163090129,0.838246730293,0.508884120172,0.463381272471,0.0587553648069,0.432360515021,0.0394420600858,0.530557939914,M_A_P_S___M_U_S_-_s_c_n_1_5___1_1___E_N_S_T_D_k_A_m___i_n_p_u_t
4,0.857261702877,0.312246515314,0.296814933806,0.0357559088154,0.651997575871,0.0162346743742,0.70398815906,0.909000735929,0.331091790593,0.320469722949,0.0169106335369,0.651997575871,0.0162346743742,0.685142883782,M_A_P_S___M_U_S_-_s_c_h_u___1_4_3___1___E_N_S_T_D_k_A_m___i_n_p_u_t
5,0.750271816881,0.536950957305,0.455535673957,0.0544486536296,0.408600389065,0.124275621992,0.587324664687,0.786838340486,0.563120712604,0.488584880519,0.0282788983311,0.408600389065,0.124275621992,0.561154909389,M_A_P_S___M_U_S_-_l_i_z___e_t_5___A_k_P_n_C_G_d_D___i_n_p_u_t
6,0.131051169765,0.0536605105807,0.0395784338447,0.303550622004,0.642788867415,0.0522511459809,0.9985906354,0.281357029666,0.115205090457,0.0890125173853,0.242006042127,0.642788867415,0.0522511459809,0.937046055523,M_A_P_S___M_U_S_-_m_z___3_3_3___3___E_N_S_T_D_k_C_l___i_n_p_u_t
7,0.67109528563,0.480068022704,0.388630309243,0.111516008157,0.408415969139,0.123765984231,0.643697961527,0.745911846127,0.533588050384,0.451519059099,0.0579959804766,0.408415969139,0.123765984231,0.590177933847,M_A_P_S___M_U_S_-_l_i_z___e_t_6___A_k_P_n_C_G_d_D___i_n_p_u_t
8,0.785404666037,0.642298966473,0.546407366206,0.0622794303,0.295421603227,0.113215276027,0.470916309554,0.802396593908,0.656194857575,0.564906617478,0.0483835391984,0.295421603227,0.113215276027,0.457020418452,M_A_P_S___M_U_S_-_t_y___m_a_i___A_k_P_n_B_c_h_t___i_n_p_u_t
9,0.715946004476,0.445492521224,0.378578517444,0.129587207474,0.424920271302,0.04716345506,0.601670933836,0.835198152025,0.519696357185,0.471359895706,0.0553833715133,0.424920271302,0.04716345506,0.527467097875,M_A_P_S___M_U_S_-_c_h_p_n_-_p_1_6___A_k_P_n_S_t_g_b___i_n_p_u_t
10,0.796753193468,0.267538300452,0.250446019784,0.0464565193431,0.686005180205,0.0217908446306,0.754252544179,0.873013485052,0.293145413131,0.281156815849,0.0208494066645,0.686005180205,0.0217908446306,0.7286454315,M_A_P_S___M_U_S_-_l_i_z___r_h_a_p_0_2___E_N_S_T_D_k_A_m___i_n_p_u_t
11,0.897452595288,0.442793827195,0.421469241632,0.0409567279978,0.516249444807,0.0096391007286,0.566845273533,0.933231181766,0.460446611667,0.445761859018,0.0233039435262,0.516249444807,0.0096391007286,0.549192489062,M_A_P_S___M_U_S_-_p_a_t_h_e_t_i_q_u_e___2___E_N_S_T_D_k_A_m___i_n_p_u_t
12,0.855521759476,0.62142043813,0.562400024609,0.0487585187199,0.32982104315,0.0561853129621,0.434764874832,0.875058493215,0.635611223467,0.582726975273,0.0345677333832,0.32982104315,0.0561853129621,0.420574089495,M_A_P_S___M_U_S_-_t_y___s_e_p_t_e_m_b_e_r___A_k_P_n_S_t_g_b___i_n_p_u_t
13,0.912879409352,0.365752773536,0.353416558767,0.0251918973311,0.609055329133,0.00971369626116,0.643960922725,0.941414778822,0.377185708073,0.368535206814,0.0137589627937,0.609055329133,0.00971369626116,0.632527988188,M_A_P_S___M_U_S_-_b_k___x_m_a_s_1___A_k_P_n_S_t_g_b___i_n_p_u_t
14,0.865738582118,0.483016624136,0.449356366612,0.0525109630107,0.464472412853,0.0223967494983,0.539380125362,0.906347831879,0.505673512871,0.480563665474,0.0298540742759,0.464472412853,0.0223967494983,0.516723236628,M_A_P_S___M_U_S_-_s_c_n_1_6___4___E_N_S_T_D_k_A_m___i_n_p_u_t
15,0.683775470973,0.755522514868,0.559892963954,0.129354290569,0.115123194562,0.22005097706,0.464528462192,0.716967832885,0.792197677712,0.603473383313,0.0926791277259,0.115123194562,0.22005097706,0.427853299349,M_A_P_S___M_U_S_-_c_h_p_n_-_p_1_4___A_k_P_n_B_c_h_t___i_n_p_u_t
16,0.120766407989,0.0311951268783,0.0254215288374,0.146617096328,0.822187776794,0.080497412708,1.04930228583,0.196880827769,0.0508562149395,0.042118572904,0.126956008267,0.822187776794,0.080497412708,1.02964119777,M_A_P_S___M_U_S_-_s_c_h_u___1_4_3___3___S_t_b_g_T_G_d_2___i_n_p_u_t
17,0.910193703032,0.529101077051,0.502849831337,0.0375932062966,0.433305716653,0.0146117345786,0.485510657528,0.932284918373,0.541942833471,0.521418154479,0.0247514498757,0.433305716653,0.0146117345786,0.472668901107,M_A_P_S___M_U_S_-_t_y___j_a_n_u_a_r___A_k_P_n_S_t_g_b___i_n_p_u_t
18,0.798097423188,0.727268244576,0.614255014327,0.0589053254438,0.21382642998,0.125078895464,0.397810650888,0.819753032976,0.747001972387,0.641616195841,0.0391715976331,0.21382642998,0.125078895464,0.378076923077,M_A_P_S___M_U_S_-_m_z___3_3_1___2___A_k_P_n_B_c_h_t___i_n_p_u_t
19,0.783869487553,0.522388467209,0.45661958789,0.0834434554688,0.394168077322,0.0605908371102,0.538202369901,0.842267416135,0.561306175941,0.507915801957,0.0445257467373,0.394168077322,0.0605908371102,0.49928466117,M_A_P_S___M_U_S_-_p_a_t_h_e_t_i_q_u_e___1___S_p_t_k_B_G_C_l___i_n_p_u_t
20,0.839662447257,0.622682725233,0.556511186154,0.0711418113118,0.306175463455,0.0477624276774,0.425079702444,0.877557519306,0.650785216673,0.59661182074,0.0430393198725,0.306175463455,0.0477624276774,0.396977211005,M_A_P_S___M_U_S_-_c_h_p_n_-_p_1_1_-_f_o_r_m_a_t_0___A_k_P_n_C_G_d_D___i_n_p_u_t
21,0.774600889183,0.371141036577,0.334965629233,0.0721194408319,0.556739522591,0.0358779302019,0.664736893625,0.838964500783,0.401980114947,0.373185740374,0.0412803624617,0.556739522591,0.0358779302019,0.633897815255,M_A_P_S___M_U_S_-_w_a_l_d_s_t_e_i_n___1___E_N_S_T_D_k_A_m___i_n_p_u_t
22,0.601541687922,0.690007151681,0.473562090045,0.128275144659,0.18171770366,0.328782263832,0.638775112151,0.64745224735,0.742669527339,0.528818110273,0.0756127690007,0.18171770366,0.328782263832,0.586112736493,M_A_P_S___M_U_S_-_c_h_p_n_-_p_1___A_k_P_n_B_c_h_t___i_n_p_u_t
23,0.682361763429,0.446444249342,0.369628426049,0.124360894489,0.429194856169,0.0834581418169,0.637013892475,0.771283103761,0.504622217632,0.438938927697,0.0661829261995,0.429194856169,0.0834581418169,0.578835924185,M_A_P_S___M_U_S_-_c_h_p_n___o_p_1_0___e_0_5___S_p_t_k_B_G_A_m___i_n_p_u_t
24,0.802299222798,0.653642191911,0.562965824396,0.0734506503443,0.272907157745,0.0876183943223,0.433976202411,0.81768134715,0.666174181463,0.580019755128,0.060918660792,0.272907157745,0.0876183943223,0.421444212859,M_A_P_S___M_U_S_-_c_h_p_n_-_p_4___A_k_P_n_B_c_h_t___i_n_p_u_t
25,0.129522507362,0.0515534407334,0.0382877514431,0.2971945272,0.651252032067,0.0492789216268,0.997725480893,0.279185948675,0.11112351476,0.0863495402498,0.237624453174,0.651252032067,0.0492789216268,0.938155406867,M_A_P_S___M_U_S_-_m_z___3_3_3___3___S_t_b_g_T_G_d_2___i_n_p_u_t
26,0.67602934007,0.449163335468,0.369605515035,0.107290355352,0.443546309179,0.107960275919,0.658796940451,0.751362850685,0.499215972084,0.428438749787,0.0572377187364,0.443546309179,0.107960275919,0.608744303835,M_A_P_S___M_U_S_-_l_i_z___e_t_6___A_k_P_n_B_s_d_f___i_n_p_u_t
27,0.837626609979,0.511902487486,0.465691045606,0.0676321118796,0.420465400634,0.0315998624432,0.519697374957,0.879642365887,0.537579763861,0.500747437358,0.0419548355049,0.420465400634,0.0315998624432,0.494020098582,M_A_P_S___M_U_S_-_s_c_n_1_5___7___S_p_t_k_B_G_A_m___i_n_p_u_t
28,0.731395012997,0.534157385533,0.446556629282,0.0814208572393,0.384421757228,0.114748565643,0.58059118011,0.789390584384,0.576513106086,0.499658744668,0.0390651366858,0.384421757228,0.114748565643,0.538235459557,M_A_P_S___M_U_S_-_g_r_a___e_s_p___3___S_p_t_k_B_G_A_m___i_n_p_u_t
29,0.829288246523,0.769435131887,0.664227597881,0.037541906509,0.193022961604,0.120848883547,0.35141375166,0.836208071993,0.775855525334,0.673503006342,0.0311215130622,0.193022961604,0.120848883547,0.344993358214,M_A_P_S___M_U_S_-_g_r_i_e_g___w_a_l_z_e_r___A_k_P_n_B_c_h_t___i_n_p_u_t
30,0.794155670928,0.72337124646,0.609156232046,0.0562528621763,0.220375891363,0.131244217236,0.407872970775,0.815261332622,0.742595725194,0.635635659659,0.0370283834428,0.220375891363,0.131244217236,0.388648492042,M_A_P_S___M_U_S_-_h_a_y___4_0___1___A_k_P_n_B_c_h_t___i_n_p_u_t
31,0.862635857156,0.531374240492,0.489919773152,0.0593916435376,0.40923411597,0.0252231640537,0.493848923562,0.899503759856,0.554084464781,0.521783664459,0.0366814192484,0.40923411597,0.0252231640537,0.471138699272,M_A_P_S___M_U_S_-_a_l_b___e_s_p_2___S_p_t_k_B_G_C_l___i_n_p_u_t
