,Voicing Recall,Voicing False Alarm,Raw Pitch Accuracy,Raw Chroma Accuracy,Overall Accuracy,track
0,0.874811463047,0.298181818182,0.802413273002,0.942684766214,0.723880597015,21063_chorus
1,0.777202072539,0.130919220056,0.509499136442,0.775474956822,0.622601279318,45416_verse
2,0.85254691689,0.0833333333333,0.844504021448,0.844504021448,0.832622601279,54243_chorus
3,0.829585798817,0.0430107526882,0.805917159763,0.826035502959,0.787846481876,45363_chorus
4,0.903318903319,0.0979591836735,0.875901875902,0.880230880231,0.873134328358,71719_chorus
5,0.894946808511,0.0645161290323,0.836436170213,0.836436170213,0.852878464819,21045_chorus
6,0.849872773537,0.0526315789474,0.82951653944,0.839694656489,0.842217484009,31129_chorus
7,0.982716049383,0.343339587242,0.975308641975,0.975308641975,0.793176972281,90587_verse
8,0.811574697174,0.0102564102564,0.757738896366,0.768506056528,0.795309168443,54246_verse
9,0.712998712999,0.130434782609,0.330759330759,0.788931788932,0.404051172708,45416_chorus
10,0.895424836601,0.0520231213873,0.871895424837,0.871895424837,0.880597014925,54205_verse
11,0.776902887139,0.1875,0.850393700787,0.851706036745,0.749466950959,21025_chorus
12,0.841597796143,0.0424528301887,0.845730027548,0.848484848485,0.856076759062,10171_chorus
13,0.775423728814,0.186956521739,0.665254237288,0.677966101695,0.684434968017,45428_chorus
14,0.849502487562,0.164179104478,0.851990049751,0.851990049751,0.827292110874,45435_chorus
15,0.893393393393,0.213235294118,0.77027027027,0.828828828829,0.763326226013,21058_chorus
16,0.855209742896,0.266331658291,0.844384303112,0.849797023004,0.800639658849,21086_chorus
17,0.879689521345,0.10303030303,0.861578266494,0.868046571798,0.848614072495,45368_chorus
18,0.78445229682,0.177419354839,0.809187279152,0.810954063604,0.788912579957,45305_verse
19,0.844364937388,0.269129287599,0.744186046512,0.763864042934,0.708955223881,45389_verse
20,0.929292929293,0.065306122449,0.888888888889,0.888888888889,0.898720682303,21061_chorus
21,0.86744966443,0.0614035087719,0.838926174497,0.85067114094,0.865671641791,21059_chorus
22,0.99348534202,0.12962962963,0.980456026059,0.980456026059,0.942430703625,21075_chorus
23,0.824817518248,0.586766541823,0.766423357664,0.766423357664,0.463752665245,54216_verse
24,0.989932885906,0.18125,0.973154362416,0.973154362416,0.867803837953,21069_verse
25,0.839951865223,0.0373831775701,0.864019253911,0.876052948255,0.84328358209,66563_chorus
26,0.823943661972,0.030701754386,0.814084507042,0.816901408451,0.832622601279,45413_chorus
27,0.876595744681,0.0961538461538,0.797872340426,0.8,0.847547974414,31144_verse
28,0.951020408163,0.172413793103,0.933333333333,0.960544217687,0.901918976546,21038_chorus
29,0.854041013269,0.0275229357798,0.844390832328,0.845597104946,0.830490405117,45384_chorus
30,0.926764314248,0.272727272727,0.912117177097,0.920106524634,0.866737739872,54223_chorus
31,0.886462882096,0.143426294821,0.867540029112,0.870451237263,0.845415778252,71706_verse
32,0.836890243902,0.712765957447,0.30487804878,0.373475609756,0.287846481876,21073_verse
33,0.836228287841,0.0757575757576,0.862282878412,0.863523573201,0.817697228145,54226_chorus
34,0.878048780488,0.025,0.856368563686,0.856368563686,0.863539445629,31115_chorus
35,0.856707317073,0.166666666667,0.743902439024,0.748475609756,0.762260127932,54016_verse
36,0.886363636364,0.14859437751,0.818181818182,0.836363636364,0.83368869936,54233_verse
37,0.920539730135,0.121771217712,0.892053973013,0.899550224888,0.87526652452,45398_verse
38,0.876860622463,0.0552763819095,0.891745602165,0.913396481732,0.889125799574,45422_verse
39,0.92389380531,0.276139410188,0.899115044248,0.899115044248,0.821961620469,31092_verse
40,0.843800322061,0.0599369085174,0.800322061192,0.805152979066,0.842217484009,31107_verse
41,0.934640522876,0.110429447853,0.911764705882,0.911764705882,0.894456289979,31143_verse
42,0.679365079365,0.386363636364,0.557142857143,0.649206349206,0.527718550107,10164_chorus
43,0.894029850746,0.111940298507,0.840298507463,0.840298507463,0.848614072495,66558_verse
44,0.889298892989,0.397301349325,0.826568265683,0.833948339483,0.665245202559,45418_verse
45,0.798630136986,0.0865384615385,0.812328767123,0.817808219178,0.80170575693,45305_chorus
46,0.93006993007,0.0355191256831,0.888111888112,0.893356643357,0.912579957356,21054_chorus
